ping_time,left_ir_time,prev_ir_left,right_ir_time,prev_ir_right,initial_orient_robot,x_robot,y_robot,orient_robot,next_ball_column,millis(),hoppers[0].x,hoppers[0].y,hoppers[0].balls,hoppers[0].orient,hoppers[1].x,hoppers[1].y,hoppers[1].balls,hoppers[1].orient,hoppers[2].x,hoppers[2].y,hoppers[2].balls,hoppers[2].orient,hoppers[3].x,hoppers[3].y,hoppers[3].balls,hoppers[3].orient0,0,0,15,0,0.00,0.10,0.00,0.00,0,7,0,0,0,0,0,0,0,0,0,0,4,2,8,8,4,3,1,0,0,0,1,0,0
50,0,0,60,0,0.00,0.40,0.00,0.00,0,58,0,0,0,0,0,0,0,0,0,0,4,2,8,8,4,3,51,0,0,0,1,0,1
100,0,0,75,0,0.00,0.50,0.00,0.00,0,147,0,0,0,0,0,0,0,0,0,0,4,2,8,8,4,3,111,0,0,0,1,0,2
150,0,0,90,0,0.00,0.60,0.00,0.00,0,239,0,0,0,0,0,0,0,0,0,0,4,2,8,8,4,3,202,0,0,0,1,0,3
200,0,0,105,0,0.00,0.70,0.00,0.00,0,331,0,0,0,0,0,0,0,0,0,0,4,2,8,8,4,3,293,0,0,0,1,0,4
250,0,0,120,0,0.00,0.80,0.00,0.00,0,423,0,0,0,0,0,0,0,0,0,0,4,2,8,8,4,3,387,0,0,0,1,0,5
300,0,0,135,0,0.00,0.90,0.00,0.00,0,517,0,0,0,0,0,0,0,0,0,0,4,2,8,8,4,3,479,0,0,0,1,21,6
350,0,0,150,0,0.00,1.00,0.00,0.00,0,610,0,0,0,0,0,0,0,0,0,0,4,2,8,8,4,3,573,0,21,0,1,20,0
400,0,0,165,0,0.00,1.10,0.00,0.00,0,1671,0,0,0,0,0,0,0,0,0,0,4,2,8,8,4,3,1668,20,20,0,1,17,0
450,0,0,180,0,0.00,1.20,0.00,0.00,0,1736,0,0,0,0,0,0,0,0,0,0,4,2,8,8,4,3,1699,20,17,0,1,17,1
500,0,0,195,0,0.00,1.30,0.00,0.00,0,1835,0,0,0,0,0,0,0,0,0,0,4,2,8,8,4,3,1797,20,17,0,1,19,2
550,0,0,210,0,0.00,1.40,0.00,0.00,0,1932,0,0,0,0,0,0,0,0,0,0,4,2,8,8,4,3,1895,20,19,0,1,17,3
600,0,0,225,0,0.00,1.50,0.00,0.00,0,2030,0,0,0,0,0,0,0,0,0,0,4,2,8,8,4,3,1992,20,17,0,1,16,4
650,0,0,240,0,0.00,1.60,0.00,0.00,0,2127,0,1,7,1,0,0,0,0,0,0,4,2,8,8,4,3,2091,16,16,1,0,16,0
700,0,0,255,0,0.00,1.70,0.00,0.00,0,2226,0,1,7,1,0,0,0,0,0,0,4,2,8,8,4,3,2188,16,16,1,0,18,1
750,0,0,270,0,0.00,1.80,0.00,0.00,0,2323,0,1,7,1,0,0,0,0,0,0,4,2,8,8,4,3,2285,16,18,1,0,18,2
800,0,0,285,0,0.00,1.90,0.00,0.00,0,2420,0,1,7,1,0,0,0,0,0,0,4,2,8,8,4,3,2383,16,18,1,0,18,3
850,0,0,300,0,0.00,2.00,0.00,0.00,0,2519,0,1,7,1,0,0,0,0,0,0,4,2,8,8,4,3,2481,16,18,1,0,17,4
